"DATA_LEVEL","SCHOOL_YEAR","REPORTING_PERIOD","DISTRICT_NUMBER","DISTRICT_NAME","EMPLOYMENT_CATEGORY","GENDER","HEADCOUNT","FTE","AVERAGE_AGE","AVERAGE_ANNUAL_SALARY_PER_FTE"
"District level","2021/2022","Q1","071","Comox Valley","Teacher","M","160","151.3178","46","83584"
"District level","2021/2022","Q1","072","Campbell River","Administrator","All","35","35","52","134035"
"District level","2021/2022","Q1","072","Campbell River","Administrator","F","24","24","53","131432"
"District level","2021/2022","Q1","072","Campbell River","Educator","All","422","380.7045","44","87297"
"District level","2021/2022","Q1","072","Campbell River","Educator","F","319","282.2365","44","86446"
"District level","2021/2022","Q1","072","Campbell River","Educator","M","103","98.468","43","89852"
"District level","2021/2022","Q1","072","Campbell River","Teacher","M","93","87.468","43","83825"
"District level","2021/2022","Q1","073","Kamloops-Thompson","Administrator","All","90","90","50","134459"
"District level","2021/2022","Q1","073","Kamloops-Thompson","Administrator","F","46","46","50","131259"
"District level","2021/2022","Q1","073","Kamloops-Thompson","Administrator","M","44","44","50","137944"
"District level","2021/2022","Q1","073","Kamloops-Thompson","Educator","All","1076","1002.8163","44","89438"
"District level","2021/2022","Q1","073","Kamloops-Thompson","Educator","M","291","281.0601","46","93930"
"District level","2021/2022","Q1","073","Kamloops-Thompson","Teacher","All","986","912.8163","44","85369"
"District level","2021/2022","Q1","074","Gold Trail","Administrator","All","14","14","48","139722"
"District level","2021/2022","Q1","074","Gold Trail","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","074","Gold Trail","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","074","Gold Trail","Educator","All","91","89.3","45","90327"
"District level","2021/2022","Q1","074","Gold Trail","Educator","F","65","63.8","45","91081"
"District level","2021/2022","Q1","074","Gold Trail","Educator","M","26","25.5","44","88414"
"District level","2021/2022","Q1","074","Gold Trail","Teacher","All","77","75.3","44","81461"
"District level","2021/2022","Q1","074","Gold Trail","Teacher","M","23","22.5","44","82462"
"District level","2021/2022","Q1","075","Mission","Administrator","All","39","39","48","129595"
"District level","2021/2022","Q1","075","Mission","Educator","All","461","433.471","46","86735"
"District level","2021/2022","Q1","075","Mission","Educator","F","341","316.828","45","85338"
"District level","2021/2022","Q1","075","Mission","Educator","M","120","116.643","47","90704"
"District level","2021/2022","Q1","075","Mission","Teacher","All","422","394.471","45","81907"
"District level","2021/2022","Q1","075","Mission","Teacher","F","315","290.828","44","81170"
"District level","2021/2022","Q1","075","Mission","Teacher","M","107","103.643","47","84111"
"District level","2021/2022","Q1","078","Fraser-Cascade","Administrator","All","16","16","57","133053"
"District level","2021/2022","Q1","078","Fraser-Cascade","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","078","Fraser-Cascade","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","078","Fraser-Cascade","Educator","M","49","47.9","45","88768"
"District level","2021/2022","Q1","078","Fraser-Cascade","Teacher","F","93","96.2048","44","80385"
"District level","2021/2022","Q1","078","Fraser-Cascade","Teacher","M","42","40.9","44","81158"
"District level","2021/2022","Q1","079","Cowichan Valley","Administrator","All","51","51","50","135931"
"District level","2021/2022","Q1","079","Cowichan Valley","Administrator","F","32","32","49","135062"
"District level","2021/2022","Q1","079","Cowichan Valley","Administrator","M","19","19","51","137395"
"District level","2021/2022","Q1","079","Cowichan Valley","Educator","All","623","579.369","46","86700"
"District level","2021/2022","Q1","079","Cowichan Valley","Educator","F","462","423.316","46","86125"
"District level","2021/2022","Q1","079","Cowichan Valley","Educator","M","161","156.053","45","88325"
"District level","2021/2022","Q1","079","Cowichan Valley","Teacher","All","572","528.369","46","82515"
"District level","2021/2022","Q1","079","Cowichan Valley","Teacher","F","430","391.316","46","82638"
"District level","2021/2022","Q1","081","Fort Nelson","Administrator","All","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","081","Fort Nelson","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","081","Fort Nelson","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","081","Fort Nelson","Educator","All","53","51.4648","45","90575"
"District level","2021/2022","Q1","081","Fort Nelson","Teacher","All","46","44.4648","44","83723"
"District level","2021/2022","Q1","081","Fort Nelson","Teacher","F","31","29.5974","45","82122"
"District level","2021/2022","Q1","081","Fort Nelson","Teacher","M","15","14.8674","42","86837"
"District level","2021/2022","Q1","082","Coast Mountains","Administrator","F","23","21.8","51","132939"
"District level","2021/2022","Q1","082","Coast Mountains","Administrator","M","12","12","51","126965"
"District level","2021/2022","Q1","082","Coast Mountains","Educator","F","251","235.788","46","83729"
"District level","2021/2022","Q1","082","Coast Mountains","Educator","M","90","88.231","48","88151"
"District level","2021/2022","Q1","082","Coast Mountains","Teacher","All","306","290.219","46","80008"
"District level","2021/2022","Q1","082","Coast Mountains","Teacher","F","228","213.988","45","79237"
"District level","2021/2022","Q1","082","Coast Mountains","Teacher","M","78","76.231","48","82328"
"District level","2021/2022","Q1","083","North Okanagan-Shuswap","Administrator","All","47","46","48","130836"
"District level","2021/2022","Q1","083","North Okanagan-Shuswap","Administrator","M","23","23","48","128732"
"District level","2021/2022","Q1","083","North Okanagan-Shuswap","Educator","All","516","470.8321","45","85636"
"District level","2021/2022","Q1","083","North Okanagan-Shuswap","Educator","F","367","329.4581","45","84218"
"District level","2021/2022","Q1","083","North Okanagan-Shuswap","Teacher","All","469","424.8321","45","81836"
"District level","2021/2022","Q1","083","North Okanagan-Shuswap","Teacher","F","343","306.4581","44","81447"
"District level","2021/2022","Q1","084","Vancouver Island West","Administrator","All","14","14","51","144116"
"District level","2021/2022","Q1","084","Vancouver Island West","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","084","Vancouver Island West","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","084","Vancouver Island West","Educator","All","51","49","49","97697"
"District level","2021/2022","Q1","084","Vancouver Island West","Educator","F","27","25.5","47","86537"
"District level","2021/2022","Q1","084","Vancouver Island West","Educator","M","24","23.5","50","109788"
"District level","2021/2022","Q1","084","Vancouver Island West","Teacher","All","37","35","48","79646"
"District level","2021/2022","Q1","084","Vancouver Island West","Teacher","M","13","12.5","49","78089"
"District level","2021/2022","Q1","085","Vancouver Island North","Administrator","All","17","17","48","128101"
"District level","2021/2022","Q1","085","Vancouver Island North","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","085","Vancouver Island North","Educator","All","99","94.2","46","89645"
"District level","2021/2022","Q1","085","Vancouver Island North","Educator","M","25","24.18","48","84002"
"District level","2021/2022","Q1","085","Vancouver Island North","Teacher","All","82","77.2","46","83359"
"District level","2021/2022","Q1","085","Vancouver Island North","Teacher","F","58","54.02","45","83560"
"District level","2021/2022","Q1","085","Vancouver Island North","Teacher","M","24","23.18","49","82755"
"District level","2021/2022","Q1","087","Stikine","Administrator","All","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","087","Stikine","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","087","Stikine","Educator","All","25","21.5","47","96015"
"District level","2021/2022","Q1","087","Stikine","Educator","F","12","10.5","44","93986"
"District level","2021/2022","Q1","087","Stikine","Educator","M","13","11","50","98227"
"District level","2021/2022","Q1","087","Stikine","Teacher","All","19","15.5","46","83530"
"District level","2021/2022","Q1","087","Stikine","Teacher","M","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","091","Nechako Lakes","Administrator","F","19","18","52","134680"
"District level","2021/2022","Q1","091","Nechako Lakes","Administrator","M","12","12","54","142485"
"District level","2021/2022","Q1","091","Nechako Lakes","Educator","All","294","284.65","47","90901"
"District level","2021/2022","Q1","091","Nechako Lakes","Educator","F","198","190.075","47","89985"
"District level","2021/2022","Q1","091","Nechako Lakes","Educator","M","96","94.575","46","92771"
"District level","2021/2022","Q1","091","Nechako Lakes","Teacher","All","263","254.65","46","85467"
"District level","2021/2022","Q1","091","Nechako Lakes","Teacher","M","84","82.575","45","85834"
"District level","2021/2022","Q1","092","Nisga'a","Administrator","All","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","092","Nisga'a","Educator","All","42","41","52","95680"
"District level","2021/2022","Q1","092","Nisga'a","Educator","F","29","28","53","98212"
"District level","2021/2022","Q1","092","Nisga'a","Teacher","All","34","33","52","85095"
"District level","2021/2022","Q1","092","Nisga'a","Teacher","F","23","22","54","87478"
"District level","2021/2022","Q1","092","Nisga'a","Teacher","M","11","11","49","80115"
"District level","2021/2022","Q1","093","Conseil scolaire francophone","Administrator","F","37","35.3","50","137485"
"District level","2021/2022","Q1","093","Conseil scolaire francophone","Administrator","M","26","26","48","136845"
"District level","2021/2022","Q1","093","Conseil scolaire francophone","Educator","All","606","541.248","43","83807"
"District level","2021/2022","Q1","093","Conseil scolaire francophone","Educator","M","135","129.4332","44","88669"
"District level","2021/2022","Q1","093","Conseil scolaire francophone","Teacher","All","543","479.948","43","78088"
"District level","2021/2022","Q1","093","Conseil scolaire francophone","Teacher","F","434","376.5148","43","78051"
"District level","2021/2022","Q1","093","Conseil scolaire francophone","Teacher","M","109","103.4332","43","78231"
"Province level","2013/2014","Q1","099","BC Public Schools","Administrator","All","2924","2737.7699","48","102761"
"Province level","2013/2014","Q1","099","BC Public Schools","Administrator","F","1509","1398.2199","48","101043"
"Province level","2013/2014","Q1","099","BC Public Schools","Administrator","M","1415","1339.55","48","104590"
"Province level","2013/2014","Q1","099","BC Public Schools","Educator","F","25908","23113.1266","44","71410"
"Province level","2013/2014","Q1","099","BC Public Schools","Educator","M","10329","9923.4716","45","76417"
"Province level","2013/2014","Q1","099","BC Public Schools","Teacher","F","24412","21714.9067","44","69715"
"Province level","2013/2014","Q1","099","BC Public Schools","Teacher","M","8924","8583.9216","45","72222"
"Province level","2013/2014","Q4","099","BC Public Schools","Administrator","All","2916","2740.26","48","103329"
"Province level","2013/2014","Q4","099","BC Public Schools","Administrator","F","1527","1414.76","48","100861"
"Province level","2013/2014","Q4","099","BC Public Schools","Administrator","M","1389","1325.5","47","106030"
"Province level","2013/2014","Q4","099","BC Public Schools","Educator","All","36858","33364.0038","44","72683"
"Province level","2013/2014","Q4","099","BC Public Schools","Educator","F","26362","23304.999","43","71306"
"Province level","2013/2014","Q4","099","BC Public Schools","Teacher","M","9120","8733.5048","44","71947"
"Province level","2014/2015","Q1","099","BC Public Schools","Administrator","All","2910","2732.3247","48","102476"
"Province level","2014/2015","Q1","099","BC Public Schools","Administrator","F","1535","1424.3471","49","101113"
"Province level","2014/2015","Q1","099","BC Public Schools","Administrator","M","1375","1307.9776","48","103987"
"Province level","2014/2015","Q1","099","BC Public Schools","Educator","F","25892","23198.0961","44","72820"
"Province level","2014/2015","Q1","099","BC Public Schools","Teacher","All","33238","30293.4255","44","71807"
"Province level","2014/2015","Q1","099","BC Public Schools","Teacher","F","24373","21773.749","44","71177"
"Province level","2014/2015","Q1","099","BC Public Schools","Teacher","M","8865","8519.6765","45","73587"
"Province level","2014/2015","Q4","099","BC Public Schools","Administrator","All","2853","2710.7288","48","102713"
"Province level","2014/2015","Q4","099","BC Public Schools","Administrator","F","1497","1415.1028","49","100650"
"Province level","2014/2015","Q4","099","BC Public Schools","Administrator","M","1356","1295.626","48","105007"
"Province level","2014/2015","Q4","099","BC Public Schools","Educator","All","37110","33932.3753","44","74637"
"Province level","2014/2015","Q4","099","BC Public Schools","Educator","M","10455","10069.5308","45","77992"
"Province level","2014/2015","Q4","099","BC Public Schools","Teacher","All","34298","31221.6465","43","72486"
"Province level","2014/2015","Q4","099","BC Public Schools","Teacher","M","9116","8773.9048","44","74229"
"Province level","2015/2016","Q1","099","BC Public Schools","Administrator","All","2828","2722.203","49","103385"
"Province level","2015/2016","Q1","099","BC Public Schools","Administrator","F","1493","1431.1887","49","101685"
"Province level","2015/2016","Q1","099","BC Public Schools","Educator","All","36315","33243.9663","44","75081"
"Province level","2015/2016","Q1","099","BC Public Schools","Educator","F","26161","23466.8105","44","73843"
"Province level","2015/2016","Q1","099","BC Public Schools","Educator","M","10154","9777.1558","45","78326"
"Province level","2015/2016","Q1","099","BC Public Schools","Teacher","All","33500","30521.7633","44","72820"
"Province level","2015/2016","Q1","099","BC Public Schools","Teacher","M","8826","8486.1415","45","74453"
"Province level","2015/2016","Q4","099","BC Public Schools","Administrator","F","1524","1433.1186","49","105247"
"Province level","2015/2016","Q4","099","BC Public Schools","Administrator","M","1359","1286.2262","48","109784"
"Province level","2015/2016","Q4","099","BC Public Schools","Educator","All","37315","34036.5705","44","75452"
"Province level","2015/2016","Q4","099","BC Public Schools","Educator","F","26861","24011.01","43","74168"
"Province level","2015/2016","Q4","099","BC Public Schools","Educator","M","10454","10025.5605","45","78809"
"Province level","2015/2016","Q4","099","BC Public Schools","Teacher","F","25360","22577.8914","43","72395"
"Province level","2015/2016","Q4","099","BC Public Schools","Teacher","M","9113","8739.3343","44","74458"
"Province level","2016/2017","Q1","099","BC Public Schools","Administrator","F","1531","1449.31","49","105947"
"Province level","2016/2017","Q1","099","BC Public Schools","Administrator","M","1343","1276.7427","48","110135"
"Province level","2016/2017","Q1","099","BC Public Schools","Educator","All","36683","33547.8687","44","76401"
"Province level","2016/2017","Q1","099","BC Public Schools","Educator","F","26524","23812.4327","44","75079"
"Province level","2016/2017","Q1","099","BC Public Schools","Educator","M","10159","9735.436","45","79913"
"Province level","2016/2017","Q4","099","BC Public Schools","Administrator","All","2928","2751.5404","49","113984"
"Province level","2016/2017","Q4","099","BC Public Schools","Administrator","F","1566","1464.519","49","112043"
"Province level","2016/2017","Q4","099","BC Public Schools","Administrator","M","1362","1287.0214","48","116266"
"Province level","2016/2017","Q4","099","BC Public Schools","Educator","M","10596","10174.4615","45","79771"
"Province level","2016/2017","Q4","099","BC Public Schools","Teacher","All","35486","32450.127","43","73274"
"Province level","2016/2017","Q4","099","BC Public Schools","Teacher","F","26230","23562.6869","43","72726"
"Province level","2016/2017","Q4","099","BC Public Schools","Teacher","M","9256","8887.4401","44","74865"
"Province level","2017/2018","Q1","099","BC Public Schools","Administrator","All","2970","2800.357","49","115489"
"Province level","2017/2018","Q1","099","BC Public Schools","Administrator","F","1598","1496.9","49","113684"
"Province level","2017/2018","Q1","099","BC Public Schools","Educator","All","39314","36266.7271","44","76372"
"Province level","2017/2018","Q1","099","BC Public Schools","Educator","F","28585","25936.8417","43","74989"
"Province level","2017/2018","Q1","099","BC Public Schools","Teacher","All","36365","33466.3701","43","73394"
"Province level","2017/2018","Q1","099","BC Public Schools","Teacher","F","26997","24439.9417","43","72854"
"Province level","2017/2018","Q1","099","BC Public Schools","Teacher","M","9368","9026.4284","44","74963"
"Province level","2017/2018","Q4","099","BC Public Schools","Administrator","F","1640","1531.6","49","114389"
"Province level","2017/2018","Q4","099","BC Public Schools","Administrator","M","1383","1311.7285","48","122059"
"Province level","2017/2018","Q4","099","BC Public Schools","Educator","All","40373","37033.9531","43","77392"
"Province level","2017/2018","Q4","099","BC Public Schools","Educator","F","29292","26407.2001","43","76048"
"Province level","2017/2018","Q4","099","BC Public Schools","Educator","M","11081","10626.753","44","81003"
"Province level","2017/2018","Q4","099","BC Public Schools","Teacher","All","37398","34190.6246","43","74407"
"Province level","2017/2018","Q4","099","BC Public Schools","Teacher","M","9719","9315.0245","44","75665"
"Province level","2018/2019","Q1","099","BC Public Schools","Administrator","All","3055","2881.1571","49","118607"
"Province level","2018/2019","Q1","099","BC Public Schools","Administrator","F","1675","1567.4571","49","116558"
"Province level","2018/2019","Q1","099","BC Public Schools","Administrator","M","1380","1313.7","48","121112"
"Province level","2018/2019","Q1","099","BC Public Schools","Educator","All","40245","37136.9109","44","77917"
"Province level","2018/2019","Q1","099","BC Public Schools","Educator","M","10888","10460.1286","45","81536"
"Province level","2018/2019","Q1","099","BC Public Schools","Teacher","All","37203","34255.7538","43","74840"
"Province level","2018/2019","Q1","099","BC Public Schools","Teacher","M","9514","9146.4286","44","76219"
"Province level","2018/2019","Q4","099","BC Public Schools","Administrator","All","3086","2877.7271","48","121829"
"Province level","2018/2019","Q4","099","BC Public Schools","Administrator","F","1692","1564.3271","49","119501"
"Province level","2018/2019","Q4","099","BC Public Schools","Administrator","M","1394","1313.4","48","124688"
"Province level","2018/2019","Q4","099","BC Public Schools","Educator","All","40833","37520.8589","43","79520"
"Province level","2018/2019","Q4","099","BC Public Schools","Educator","F","29701","26844.5191","43","78252"
"Province level","2018/2019","Q4","099","BC Public Schools","Educator","M","11132","10676.3398","44","82977"
"Province level","2018/2019","Q4","099","BC Public Schools","Teacher","All","37787","34643.1318","43","76404"
"Province level","2018/2019","Q4","099","BC Public Schools","Teacher","F","28029","25280.192","43","76004"
"Province level","2018/2019","Q4","099","BC Public Schools","Teacher","M","9758","9362.9398","44","77574"
"Province level","2019/2020","Q1","099","BC Public Schools","Administrator","All","3139","2927.9697","49","122949"
"Province level","2019/2020","Q1","099","BC Public Schools","Administrator","F","1742","1597.4697","49","120428"
"Province level","2019/2020","Q1","099","BC Public Schools","Administrator","M","1397","1330.5","49","126084"
"Province level","2019/2020","Q1","099","BC Public Schools","Educator","All","41003","37820.4883","44","79696"
"Province level","2019/2020","Q1","099","BC Public Schools","Educator","F","29954","27184.4097","43","78413"
"Province level","2019/2020","Q1","099","BC Public Schools","Teacher","All","37883","34892.5186","43","76445"
"Province level","2019/2020","Q1","099","BC Public Schools","Teacher","F","28224","25586.94","43","76067"
"Province level","2019/2020","Q1","099","BC Public Schools","Teacher","M","9659","9305.5786","44","77559"
"Province level","2019/2020","Q4","099","BC Public Schools","Administrator","All","3122","2939.9277","49","124601"
"Province level","2019/2020","Q4","099","BC Public Schools","Administrator","F","1737","1614.5277","49","122033"
"Province level","2019/2020","Q4","099","BC Public Schools","Administrator","M","1385","1325.4","48","127846"
"Province level","2019/2020","Q4","099","BC Public Schools","Educator","F","29641","26853.2436","43","80705"
"Province level","2019/2020","Q4","099","BC Public Schools","Teacher","All","37624","34552.5913","43","78675"
"Province level","2019/2020","Q4","099","BC Public Schools","Teacher","F","27930","25238.7159","43","78373"
"Province level","2019/2020","Q4","099","BC Public Schools","Teacher","M","9694","9313.8754","44","79553"
"Province level","2020/2021","Q1","099","BC Public Schools","Administrator","All","3123","2970.571","49","129808"
"Province level","2020/2021","Q1","099","BC Public Schools","Administrator","F","1753","1651.65","49","127209"
"Province level","2020/2021","Q1","099","BC Public Schools","Administrator","M","1370","1318.921","49","133169"
"Province level","2020/2021","Q1","099","BC Public Schools","Educator","F","30195","27668.6389","44","82695"
"Province level","2020/2021","Q1","099","BC Public Schools","Educator","M","11032","10663.5731","45","87496"
"Province level","2020/2021","Q1","099","BC Public Schools","Teacher","F","28452","26016.9889","43","80147"
"Province level","2020/2021","Q4","099","BC Public Schools","Administrator","All","3138","2957.891","49","130076"
"Province level","2020/2021","Q4","099","BC Public Schools","Administrator","M","1362","1301.971","49","134505"
"Province level","2020/2021","Q4","099","BC Public Schools","Educator","All","42236","39163.5399","44","83845"
"Province level","2020/2021","Q4","099","BC Public Schools","Educator","F","30853","28189.4185","43","82635"
"Province level","2020/2021","Q4","099","BC Public Schools","Educator","M","11383","10974.1214","44","87180"
"Province level","2020/2021","Q4","099","BC Public Schools","Teacher","All","39144","36205.6489","43","80481"
"Province level","2020/2021","Q4","099","BC Public Schools","Teacher","M","10041","9672.1504","44","81326"
"Province level","2021/2022","Q1","099","BC Public Schools","Administrator","All","3823","2979.171","49","133398"
"Province level","2021/2022","Q1","099","BC Public Schools","Administrator","F","2430","1671.15","49","130978"
"Province level","2021/2022","Q1","099","BC Public Schools","Administrator","M","1393","1308.021","49","136564"
"Province level","2021/2022","Q1","099","BC Public Schools","Educator","All","41966","38233.8479","44","86340"
"Province level","2021/2022","Q1","099","BC Public Schools","Educator","F","30908","27606.3319","44","85111"
"Province level","2021/2022","Q1","099","BC Public Schools","Educator","M","11058","10627.516","45","89761"
"Province level","2021/2022","Q1","099","BC Public Schools","Teacher","All","38165","35254.6769","44","82766"
"Province level","2021/2022","Q1","099","BC Public Schools","Teacher","F","28491","25935.1819","43","82474"
"District level","2019/2020","Q4","050","Haida Gwaii","Teacher","All","48","43.357","46","80284"
"District level","2019/2020","Q4","052","Prince Rupert","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","058","Nicola-Similkameen","Administrator","All","18","18","50","133898"
"District level","2019/2020","Q4","059","Peace River South","Educator","M","61","59.295","43","84384"
"District level","2019/2020","Q4","061","Greater Victoria","Administrator","F","65","65","48","121995"
"District level","2019/2020","Q4","062","Sooke","Teacher","All","761","700.409","41","79087"
"District level","2019/2020","Q4","064","Gulf Islands","Administrator","All","15","14.5","46","121725"
"District level","2019/2020","Q4","069","Qualicum","Teacher","All","283","263.609","44","77769"
"District level","2019/2020","Q4","071","Comox Valley","Administrator","All","47","46.6","51","123048"
"District level","2019/2020","Q4","072","Campbell River","Educator","M","112","106.387","43","84262"
"District level","2019/2020","Q4","074","Gold Trail","Administrator","All","14","14","45","128382"
"District level","2019/2020","Q4","075","Mission","Educator","F","341","317.666","44","79761"
"District level","2019/2020","Q4","081","Fort Nelson","Teacher","F","32","29.9116","45","78615"
"District level","2019/2020","Q4","083","North Okanagan-Shuswap","Administrator","F","23","23","48","122607"
"District level","2019/2020","Q4","084","Vancouver Island West","Teacher","F","30","29.014","48","79025"
"District level","2019/2020","Q4","087","Stikine","Educator","F","17","15.3","42","78391"
"District level","2019/2020","Q4","091","Nechako Lakes","Teacher","F","174","163.4","46","81855"
"District level","2019/2020","Q4","093","Conseil scolaire francophone","Administrator","F","35","34.5","51","127183"
"District level","2020/2021","Q1","006","Rocky Mountain","Teacher","All","217","198.1473","42","79072"
"District level","2020/2021","Q1","010","Arrow Lakes","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2020/2021","Q1","019","Revelstoke","Teacher","All","81","72.509","43","80670"
"District level","2020/2021","Q1","022","Vernon","Administrator","All","49","49","48","126754"
"District level","2020/2021","Q1","023","Central Okanagan","Educator","F","1214","1147.3495","43","82032"
"District level","2020/2021","Q1","034","Abbotsford","Administrator","M","44","43","49","136370"
"District level","2020/2021","Q1","035","Langley","Teacher","All","1618","1467.7169","41","76826"
"District level","2020/2021","Q1","037","Delta","Administrator","All","78","77.6","49","134487"
"District level","2020/2021","Q1","038","Richmond","Educator","F","1166","1066.0171","43","81958"
"District level","2020/2021","Q1","039","Vancouver","Teacher","F","2326","2126.8566","44","83491"
"District level","2020/2021","Q1","041","Burnaby","Administrator","F","45","45","51","138453"
"District level","2020/2021","Q1","042","Maple Ridge-Pitt Meadows","Educator","M","277","271.348","46","87536"
"District level","2020/2021","Q1","044","North Vancouver","Educator","M","281","268.901","46","90119"
"District level","2020/2021","Q1","046","Sunshine Coast","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2020/2021","Q1","047","Powell River","Educator","M","59","53.33","46","87042"
"District level","2020/2021","Q1","049","Central Coast","Administrator","All","Msk","Msk","Msk","Msk"
"District level","2020/2021","Q1","050","Haida Gwaii","Educator","M","21","19.914","47","96147"
"District level","2020/2021","Q1","051","Boundary","Teacher","M","23","22.7141","42","79310"
"District level","2020/2021","Q1","054","Bulkley Valley","Teacher","All","124","116.795","44","78270"
"District level","2020/2021","Q1","059","Peace River South","Teacher","F","180","163.806","44","77902"
"District level","2020/2021","Q1","061","Greater Victoria","Administrator","M","45","44","49","126511"
"District level","2020/2021","Q1","062","Sooke","Teacher","F","575","530.427","41","78917"
"District level","2020/2021","Q1","064","Gulf Islands","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2020/2021","Q1","069","Qualicum","Educator","M","92","89.32","47","86989"
"District level","2020/2021","Q1","070","Pacific Rim","Teacher","M","64","62.3224","44","78479"
"District level","2020/2021","Q1","073","Kamloops-Thompson","Teacher","F","727","662.6254","44","83283"
"District level","2020/2021","Q1","075","Mission","Educator","All","454","428.976","46","84435"
"District level","2020/2021","Q1","078","Fraser-Cascade","Teacher","All","127","133.2148","43","77753"
"District level","2020/2021","Q1","082","Coast Mountains","Administrator","All","34","33","49","125963"
"District level","2020/2021","Q1","083","North Okanagan-Shuswap","Educator","F","359","324.2563","44","81509"
"District level","2020/2021","Q1","085","Vancouver Island North","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2020/2021","Q1","087","Stikine","Teacher","F","Msk","Msk","Msk","Msk"
"District level","2020/2021","Q1","092","Nisga'a","Administrator","All","Msk","Msk","Msk","Msk"
"District level","2020/2021","Q1","093","Conseil scolaire francophone","Educator","F","449","402.9318","43","80041"
"District level","2020/2021","Q4","006","Rocky Mountain","Educator","F","192","172.417","42","82603"
"District level","2020/2021","Q4","010","Arrow Lakes","Administrator","All","Msk","Msk","Msk","Msk"
"District level","2020/2021","Q4","019","Revelstoke","Educator","F","66","60.643","42","83393"
"District level","2020/2021","Q4","020","Kootenay-Columbia","Teacher","F","207","200.536","41","79733"
"District level","2021/2022","Q1","069","Qualicum","Educator","M","100","97.15","46","89058"
"District level","2021/2022","Q1","070","Pacific Rim","Teacher","M","62","60.82","45","81359"
"District level","2021/2022","Q1","072","Campbell River","Administrator","M","11","11","50","139712"
"District level","2021/2022","Q1","073","Kamloops-Thompson","Teacher","F","739","675.7562","43","85077"
"District level","2021/2022","Q1","075","Mission","Administrator","M","13","13","46","132979"
"District level","2021/2022","Q1","078","Fraser-Cascade","Teacher","All","135","137.1048","44","80614"
"District level","2021/2022","Q1","082","Coast Mountains","Administrator","All","35","33.8","51","130831"
"District level","2021/2022","Q1","083","North Okanagan-Shuswap","Educator","M","149","141.374","46","89292"
"District level","2021/2022","Q1","085","Vancouver Island North","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","087","Stikine","Teacher","F","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","092","Nisga'a","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2021/2022","Q1","093","Conseil scolaire francophone","Educator","F","471","411.8148","43","82373"
"Province level","2014/2015","Q4","099","BC Public Schools","Educator","F","26655","23862.8445","43","73361"
"Province level","2015/2016","Q4","099","BC Public Schools","Administrator","All","2883","2719.3448","49","107362"
"Province level","2016/2017","Q1","099","BC Public Schools","Teacher","All","33824","30821.816","44","73869"
"Province level","2017/2018","Q1","099","BC Public Schools","Administrator","M","1372","1303.457","48","117599"
"District level","2013/2014","Q1","005","Southeast Kootenay","Teacher","M","77","74.302","45","72552"
"District level","2013/2014","Q1","008","Kootenay Lake","Educator","F","215","188.2525","46","72134"
"District level","2013/2014","Q1","019","Revelstoke","Educator","All","74","68.208","42","71042"
"District level","2013/2014","Q1","020","Kootenay-Columbia","Teacher","M","59","55.724","45","73550"
"District level","2013/2014","Q1","023","Central Okanagan","Educator","M","401","395.3514","45","77662"
"District level","2013/2014","Q1","028","Quesnel","Educator","All","253","237.6923","46","73090"
"District level","2013/2014","Q1","033","Chilliwack","Teacher","F","518","468.7845","43","69051"
"District level","2013/2014","Q1","035","Langley","Educator","F","902","785.8785","44","69424"
"District level","2013/2014","Q1","036","Surrey","Teacher","All","4289","3880.905","43","69488"
"District level","2013/2014","Q1","038","Richmond","Educator","M","401","385.385","44","74433"
"District level","2013/2014","Q1","040","New Westminster","Administrator","All","42","28","45","108091"
"District level","2013/2014","Q1","041","Burnaby","Teacher","F","1228","1115.81","42","69805"
"District level","2013/2014","Q1","043","Coquitlam","Educator","M","614","591.5763","45","76442"
"District level","2013/2014","Q1","044","North Vancouver","Teacher","M","248","240.441","45","73893"
"District level","2013/2014","Q1","046","Sunshine Coast","Educator","M","76","70.278","48","75785"
"District level","2013/2014","Q1","048","Sea to Sky","Educator","M","73","57.399","50","77085"
